"ID";"LuchthavensHerkomstBestemming";"Perioden";"TotaalAantalPassagiers_1";"PassagiersAangekomenInNederland_2";"PassagiersVertrokkenUitNederland_3"
"7746";"A043367";"2019JJ00";"       .";"       .";"       ."
"7747";"A043367";"2020JJ00";"       .";"       .";"       ."
"7748";"A043367";"2021JJ00";"       .";"       .";"       ."
"7749";"A043367";"2022JJ00";"       .";"       .";"       ."
"7750";"A043368";"1998JJ00";"";"       .";""
"7751";"A043368";"1999JJ00";"";"       .";""
"7752";"A043368";"2000JJ00";"";"       .";""
"7753";"A043368";"2001JJ00";"";"       .";""
"7754";"A043368";"2002JJ00";"";"       .";""
"7755";"A043368";"2003JJ00";"";"       .";""
"7756";"A043368";"2004JJ00";"";"       .";""
"7757";"A043368";"2005JJ00";"";"       .";""
"7758";"A043368";"2006JJ00";"";"       .";""
"7759";"A043368";"2007JJ00";"";"       .";""
"7760";"A043368";"2008JJ00";"";"       .";""
"7761";"A043368";"2009JJ00";"";"       .";""
"7762";"A043368";"2010JJ00";"";"       .";""
"7763";"A043368";"2011JJ00";"";"       .";""
"7764";"A043368";"2012JJ00";"";"       .";""
"7765";"A043368";"2013JJ00";"       .";"       .";"       ."
"7766";"A043368";"2014JJ00";"       .";"       .";"       ."
"7767";"A043368";"2015JJ00";"       .";"       .";"       ."
"7768";"A043368";"2016JJ00";"       .";"       .";"       ."
"7769";"A043368";"2017JJ00";"       .";"       .";"       ."
"7770";"A043368";"2018JJ00";"       .";"       .";"       ."
"7771";"A043368";"2019JJ00";"       .";"       .";"       ."
"7772";"A043368";"2020JJ00";"";"       .";""
"7773";"A043368";"2021JJ00";"";"       .";""
"7774";"A043368";"2022JJ00";"";"       .";""
"7775";"A043369";"1998JJ00";"       .";"       .";"       ."
"7776";"A043369";"1999JJ00";"       .";"       .";"       ."
"7777";"A043369";"2000JJ00";"       .";"       .";"       ."
"7778";"A043369";"2001JJ00";"       .";"       .";"       ."
"7779";"A043369";"2002JJ00";"       .";"       .";"       ."
"7780";"A043369";"2003JJ00";"       .";"       .";"       ."
"7781";"A043369";"2004JJ00";"       .";"       .";"       ."
"7782";"A043369";"2005JJ00";"       .";"       .";"       ."
"7783";"A043369";"2006JJ00";"       .";"       .";"       ."
"7784";"A043369";"2007JJ00";"       .";"       .";"       ."
"7785";"A043369";"2008JJ00";"       .";"       .";"       ."
"7786";"A043369";"2009JJ00";"       .";"       .";"       ."
"7787";"A043369";"2010JJ00";"       .";"       .";"       ."
"7788";"A043369";"2011JJ00";"       .";"       .";"       ."
"7789";"A043369";"2012JJ00";"       .";"       .";"       ."
"7790";"A043369";"2013JJ00";"       .";"       .";"       ."
"7791";"A043369";"2014JJ00";"       .";"       .";"       ."
"7792";"A043369";"2015JJ00";"       .";"       .";"       ."
"7793";"A043369";"2016JJ00";"       .";"       .";"       ."
"7794";"A043369";"2017JJ00";"       .";"       .";"       ."
"7795";"A043369";"2018JJ00";"       .";"       .";"       ."
"7796";"A043369";"2019JJ00";"       .";"       .";"       ."
"7797";"A043369";"2020JJ00";"       .";"       .";"       ."
"7798";"A043369";"2021JJ00";"       .";"       .";"       ."
"7799";"A043369";"2022JJ00";"       .";"       .";"       ."
"7800";"A043370";"1998JJ00";"       .";"       .";"       ."
"7801";"A043370";"1999JJ00";"";"       .";""
"7802";"A043370";"2000JJ00";"";"       .";""
"7803";"A043370";"2001JJ00";"";"       .";""
"7804";"A043370";"2002JJ00";"";"       .";""
"7805";"A043370";"2003JJ00";"       .";"       .";"       ."
"7806";"A043370";"2004JJ00";"";"       .";""
"7807";"A043370";"2005JJ00";"";"       .";""
"7808";"A043370";"2006JJ00";"";"       .";""
"7809";"A043370";"2007JJ00";"";"       .";""
"7810";"A043370";"2008JJ00";"";"       .";""
"7811";"A043370";"2009JJ00";"";"       .";""
"7812";"A043370";"2010JJ00";"       .";"       .";"       ."
"7813";"A043370";"2011JJ00";"       .";"       .";"       ."
"7814";"A043370";"2012JJ00";"  110040";"   54758";"   55282"
"7815";"A043370";"2013JJ00";"  136951";"   68322";"   68629"
"7816";"A043370";"2014JJ00";"  157112";"   77841";"   79271"
"7817";"A043370";"2015JJ00";"  170940";"   84868";"   86072"
"7818";"A043370";"2016JJ00";"  195343";"   97254";"   98089"
"7819";"A043370";"2017JJ00";"  212217";"  106342";"  105875"
"7820";"A043370";"2018JJ00";"  228698";"  114525";"  114173"
"7821";"A043370";"2019JJ00";"  234893";"  117980";"  116913"
"7822";"A043370";"2020JJ00";"       .";"       .";"       ."
"7823";"A043370";"2021JJ00";"   77166";"   38926";"   38240"
"7824";"A043370";"2022JJ00";"  153830";"   77992";"   75838"
"7825";"A043371";"1998JJ00";"";"       .";""
"7826";"A043371";"1999JJ00";"";"       .";""
"7827";"A043371";"2000JJ00";"";"       .";""
"7828";"A043371";"2001JJ00";"";"       .";""
"7829";"A043371";"2002JJ00";"";"       .";""
"7830";"A043371";"2003JJ00";"";"       .";""
"7831";"A043371";"2004JJ00";"";"       .";""
"7832";"A043371";"2005JJ00";"";"       .";""
"7833";"A043371";"2006JJ00";"";"       .";""
"7834";"A043371";"2007JJ00";"";"       .";""
"7835";"A043371";"2008JJ00";"";"       .";""
"7836";"A043371";"2009JJ00";"";"       .";""
"7837";"A043371";"2010JJ00";"";"       .";""
"7838";"A043371";"2011JJ00";"";"       .";""
"7839";"A043371";"2012JJ00";"";"       .";""
"7840";"A043371";"2013JJ00";"";"       .";""
"7841";"A043371";"2014JJ00";"       .";"       .";"       ."
"7842";"A043371";"2015JJ00";"";"       .";""
"7843";"A043371";"2016JJ00";"";"       .";""
"7844";"A043371";"2017JJ00";"";"       .";""
"7845";"A043371";"2018JJ00";"";"       .";""
"7846";"A043371";"2019JJ00";"";"       .";""
"7847";"A043371";"2020JJ00";"";"       .";""
"7848";"A043371";"2021JJ00";"";"       .";""
"7849";"A043371";"2022JJ00";"       .";"       .";"       ."
"7850";"A043372";"1998JJ00";"  138288";"   68081";"   70207"
"7851";"A043372";"1999JJ00";"  129348";"   64530";"   64818"
"7852";"A043372";"2000JJ00";"  140993";"   71933";"   69060"
"7853";"A043372";"2001JJ00";"  131493";"   66604";"   64889"
"7854";"A043372";"2002JJ00";"  150904";"   75242";"   75662"
"7855";"A043372";"2003JJ00";"  160088";"   79955";"   80133"
"7856";"A043372";"2004JJ00";"  180052";"   90108";"   89944"
"7857";"A043372";"2005JJ00";"  173508";"   83064";"   90444"
"7858";"A043372";"2006JJ00";"  187373";"   92388";"   94985"
"7859";"A043372";"2007JJ00";"  222553";"  110614";"  111939"
"7860";"A043372";"2008JJ00";"  242701";"  121094";"  121607"
"7861";"A043372";"2009JJ00";"  232427";"  116184";"  116243"
"7862";"A043372";"2010JJ00";"  245885";"  123946";"  121939"
"7863";"A043372";"2011JJ00";"  261271";"  129804";"  131467"
"7864";"A043372";"2012JJ00";"  279156";"  139309";"  139847"
"7865";"A043372";"2013JJ00";"  285228";"  141507";"  143721"
"7866";"A043372";"2014JJ00";"  306796";"  153157";"  153639"
"7867";"A043372";"2015JJ00";"  334580";"  167350";"  167230"
"7868";"A043372";"2016JJ00";"  344287";"  172282";"  172005"
"7869";"A043372";"2017JJ00";"  365658";"  182736";"  182922"
"7870";"A043372";"2018JJ00";"  390766";"  195278";"  195488"
"7871";"A043372";"2019JJ00";"  409153";"  204593";"  204560"
"7872";"A043372";"2020JJ00";"  135960";"   66103";"   69857"
"7873";"A043372";"2021JJ00";"  149558";"   75698";"   73860"
"7874";"A043372";"2022JJ00";"  315360";"  159372";"  155988"
"7875";"A043373";"1998JJ00";"";"       .";""
"7876";"A043373";"1999JJ00";"";"       .";""
"7877";"A043373";"2000JJ00";"";"       .";""
"7878";"A043373";"2001JJ00";"";"       .";""
"7879";"A043373";"2002JJ00";"";"       .";""
"7880";"A043373";"2003JJ00";"";"       .";""
"7881";"A043373";"2004JJ00";"";"       .";""
"7882";"A043373";"2005JJ00";"";"       .";""
"7883";"A043373";"2006JJ00";"       .";"       .";"       ."
"7884";"A043373";"2007JJ00";"";"       .";""
"7885";"A043373";"2008JJ00";"";"       .";""
"7886";"A043373";"2009JJ00";"";"       .";""
"7887";"A043373";"2010JJ00";"";"       .";""
"7888";"A043373";"2011JJ00";"";"       .";""
"7889";"A043373";"2012JJ00";"";"       .";""
"7890";"A043373";"2013JJ00";"";"       .";""
"7891";"A043373";"2014JJ00";"";"       .";""
"7892";"A043373";"2015JJ00";"";"       .";""
"7893";"A043373";"2016JJ00";"       .";"       .";"       ."
"7894";"A043373";"2017JJ00";"";"       .";""
"7895";"A043373";"2018JJ00";"";"       .";""
"7896";"A043373";"2019JJ00";"";"       .";""
"7897";"A043373";"2020JJ00";"";"       .";""
"7898";"A043373";"2021JJ00";"";"       .";""
"7899";"A043373";"2022JJ00";"";"       .";""
"7900";"A043374";"1998JJ00";"";"       .";""
"7901";"A043374";"1999JJ00";"";"       .";""
"7902";"A043374";"2000JJ00";"";"       .";""
"7903";"A043374";"2001JJ00";"";"       .";""
"7904";"A043374";"2002JJ00";"";"       .";""
"7905";"A043374";"2003JJ00";"";"       .";""
"7906";"A043374";"2004JJ00";"";"       .";""
"7907";"A043374";"2005JJ00";"";"       .";""
"7908";"A043374";"2006JJ00";"";"       .";""
"7909";"A043374";"2007JJ00";"";"       .";""
"7910";"A043374";"2008JJ00";"       .";"       .";"       ."
"7911";"A043374";"2009JJ00";"";"       .";""
"7912";"A043374";"2010JJ00";"";"       .";""
"7913";"A043374";"2011JJ00";"";"       .";""
"7914";"A043374";"2012JJ00";"";"       .";""
"7915";"A043374";"2013JJ00";"";"       .";""
"7916";"A043374";"2014JJ00";"";"       .";""
"7917";"A043374";"2015JJ00";"";"       .";""
"7918";"A043374";"2016JJ00";"";"       .";""
"7919";"A043374";"2017JJ00";"";"       .";""
"7920";"A043374";"2018JJ00";"";"       .";""
"7921";"A043374";"2019JJ00";"";"       .";""
"7922";"A043374";"2020JJ00";"";"       .";""
"7923";"A043374";"2021JJ00";"";"       .";""
"7924";"A043374";"2022JJ00";"";"       .";""
"7925";"A043375";"1998JJ00";"";"       .";""
"7926";"A043375";"1999JJ00";"";"       .";""
"7927";"A043375";"2000JJ00";"";"       .";""
"7928";"A043375";"2001JJ00";"";"       .";""
"7929";"A043375";"2002JJ00";"";"       .";""
"7930";"A043375";"2003JJ00";"";"       .";""
"7931";"A043375";"2004JJ00";"";"       .";""
"7932";"A043375";"2005JJ00";"       .";"       .";"       ."
"7933";"A043375";"2006JJ00";"       .";"       .";"       ."
"7934";"A043375";"2007JJ00";"";"       .";""
"7935";"A043375";"2008JJ00";"";"       .";""
"7936";"A043375";"2009JJ00";"";"       .";""
"7937";"A043375";"2010JJ00";"";"       .";""
"7938";"A043375";"2011JJ00";"";"       .";""
"7939";"A043375";"2012JJ00";"";"       .";""
"7940";"A043375";"2013JJ00";"";"       .";""
"7941";"A043375";"2014JJ00";"";"       .";""
"7942";"A043375";"2015JJ00";"";"       .";""
"7943";"A043375";"2016JJ00";"";"       .";""
"7944";"A043375";"2017JJ00";"";"       .";""
"7945";"A043375";"2018JJ00";"       .";"       .";"       ."
"7946";"A043375";"2019JJ00";"";"       .";""
"7947";"A043375";"2020JJ00";"       .";"       .";"       ."
"7948";"A043375";"2021JJ00";"";"       .";""
"7949";"A043375";"2022JJ00";"";"       .";""
"7950";"A043376";"1998JJ00";"  437873";"  213649";"  224224"
"7951";"A043376";"1999JJ00";"  463038";"  228533";"  234505"
"7952";"A043376";"2000JJ00";"  505438";"  251878";"  253560"
"7953";"A043376";"2001JJ00";"  526803";"  261766";"  265037"
"7954";"A043376";"2002JJ00";"  598554";"  297673";"  300881"
"7955";"A043376";"2003JJ00";"  562999";"  280403";"  282596"
"7956";"A043376";"2004JJ00";"  534788";"  265614";"  269174"
"7957";"A043376";"2005JJ00";"  617673";"  307974";"  309699"
"7958";"A043376";"2006JJ00";"  783961";"  391196";"  392765"
"7959";"A043376";"2007JJ00";"  819026";"  408901";"  410125"
"7960";"A043376";"2008JJ00";"  749567";"  373328";"  376239"
"7961";"A043376";"2009JJ00";"  694486";"  347841";"  346645"
"7962";"A043376";"2010JJ00";"  707445";"  353640";"  353805"
"7963";"A043376";"2011JJ00";"  831253";"  414924";"  416329"
"7964";"A043376";"2012JJ00";"  822723";"  413495";"  409228"
"7965";"A043376";"2013JJ00";"  805925";"  403184";"  402741"
"7966";"A043376";"2014JJ00";"  888084";"  446454";"  441630"
"7967";"A043376";"2015JJ00";"  913056";"  460113";"  452943"
"7968";"A043376";"2016JJ00";"  974884";"  490563";"  484321"
"7969";"A043376";"2017JJ00";" 1033327";"  516729";"  516598"
"7970";"A043376";"2018JJ00";" 1090783";"  545615";"  545168"
"7971";"A043376";"2019JJ00";" 1110441";"  552511";"  557930"
"7972";"A043376";"2020JJ00";"  353378";"  173116";"  180262"
"7973";"A043376";"2021JJ00";"  398847";"  201486";"  197361"
"7974";"A043376";"2022JJ00";"  972981";"  491770";"  481211"
"7975";"A043377";"1998JJ00";"";"       .";""
"7976";"A043377";"1999JJ00";"";"       .";""
"7977";"A043377";"2000JJ00";"";"       .";""
"7978";"A043377";"2001JJ00";"";"       .";""
"7979";"A043377";"2002JJ00";"";"       .";""
"7980";"A043377";"2003JJ00";"       .";"       .";"       ."
"7981";"A043377";"2004JJ00";"       .";"       .";"       ."
"7982";"A043377";"2005JJ00";"       .";"       .";"       ."
"7983";"A043377";"2006JJ00";"";"       .";""
"7984";"A043377";"2007JJ00";"";"       .";""
"7985";"A043377";"2008JJ00";"";"       .";""
"7986";"A043377";"2009JJ00";"";"       .";""
"7987";"A043377";"2010JJ00";"";"       .";""
"7988";"A043377";"2011JJ00";"";"       .";""
"7989";"A043377";"2012JJ00";"";"       .";""
"7990";"A043377";"2013JJ00";"";"       .";""
"7991";"A043377";"2014JJ00";"";"       .";""
"7992";"A043377";"2015JJ00";"";"       .";""
"7993";"A043377";"2016JJ00";"";"       .";""
"7994";"A043377";"2017JJ00";"";"       .";""
"7995";"A043377";"2018JJ00";"";"       .";""
"7996";"A043377";"2019JJ00";"";"       .";""
"7997";"A043377";"2020JJ00";"";"       .";""
"7998";"A043377";"2021JJ00";"";"       .";""
"7999";"A043377";"2022JJ00";"";"       .";""
"8000";"A043378";"1998JJ00";"";"       .";""
"8001";"A043378";"1999JJ00";"";"       .";""
"8002";"A043378";"2000JJ00";"";"       .";""
"8003";"A043378";"2001JJ00";"";"       .";""
"8004";"A043378";"2002JJ00";"";"       .";""
"8005";"A043378";"2003JJ00";"";"       .";""
"8006";"A043378";"2004JJ00";"";"       .";""
"8007";"A043378";"2005JJ00";"       .";"       .";"       ."
"8008";"A043378";"2006JJ00";"";"       .";""
"8009";"A043378";"2007JJ00";"";"       .";""
"8010";"A043378";"2008JJ00";"";"       .";""
"8011";"A043378";"2009JJ00";"       .";"       .";"       ."
"8012";"A043378";"2010JJ00";"";"       .";""
"8013";"A043378";"2011JJ00";"";"       .";""
"8014";"A043378";"2012JJ00";"";"       .";""
"8015";"A043378";"2013JJ00";"";"       .";""
"8016";"A043378";"2014JJ00";"";"       .";""
"8017";"A043378";"2015JJ00";"";"       .";""
"8018";"A043378";"2016JJ00";"";"       .";""
"8019";"A043378";"2017JJ00";"";"       .";""
"8020";"A043378";"2018JJ00";"";"       .";""
"8021";"A043378";"2019JJ00";"       .";"       .";"       ."
"8022";"A043378";"2020JJ00";"";"       .";""
"8023";"A043378";"2021JJ00";"";"       .";""
"8024";"A043378";"2022JJ00";"";"       .";""
"8025";"A050408";"1998JJ00";"";"       .";""
"8026";"A050408";"1999JJ00";"";"       .";""
"8027";"A050408";"2000JJ00";"";"       .";""
"8028";"A050408";"2001JJ00";"";"       .";""
"8029";"A050408";"2002JJ00";"";"       .";""
"8030";"A050408";"2003JJ00";"";"       .";""
"8031";"A050408";"2004JJ00";"";"       .";""
"8032";"A050408";"2005JJ00";"";"       .";""
"8033";"A050408";"2006JJ00";"";"       .";""
"8034";"A050408";"2007JJ00";"";"       .";""
"8035";"A050408";"2008JJ00";"";"       .";""
"8036";"A050408";"2009JJ00";"";"       .";""
"8037";"A050408";"2010JJ00";"";"       .";""
"8038";"A050408";"2011JJ00";"";"       .";""
"8039";"A050408";"2012JJ00";"";"       .";""
"8040";"A050408";"2013JJ00";"";"       .";""
"8041";"A050408";"2014JJ00";"";"       .";""
"8042";"A050408";"2015JJ00";"";"       .";""
"8043";"A050408";"2016JJ00";"";"       .";""
"8044";"A050408";"2017JJ00";"";"       .";""
"8045";"A050408";"2018JJ00";"";"       .";""
"8046";"A050408";"2019JJ00";"";"       .";""
"8047";"A050408";"2020JJ00";"";"       .";""
"8048";"A050408";"2021JJ00";"       .";"       .";"       ."
"8049";"A050408";"2022JJ00";"";"       .";""
"8050";"A043379";"1998JJ00";"";"       .";""
"8051";"A043379";"1999JJ00";"";"       .";""
"8052";"A043379";"2000JJ00";"";"       .";""
"8053";"A043379";"2001JJ00";"";"       .";""
"8054";"A043379";"2002JJ00";"";"       .";""
"8055";"A043379";"2003JJ00";"";"       .";""
"8056";"A043379";"2004JJ00";"";"       .";""
"8057";"A043379";"2005JJ00";"";"       .";""
"8058";"A043379";"2006JJ00";"";"       .";""
"8059";"A043379";"2007JJ00";"       .";"       .";"       ."
"8060";"A043379";"2008JJ00";"";"       .";""
"8061";"A043379";"2009JJ00";"       .";"       .";"       ."
"8062";"A043379";"2010JJ00";"";"       .";""
"8063";"A043379";"2011JJ00";"";"       .";""
"8064";"A043379";"2012JJ00";"";"       .";""
"8065";"A043379";"2013JJ00";"";"       .";""
"8066";"A043379";"2014JJ00";"";"       .";""
"8067";"A043379";"2015JJ00";"";"       .";""
"8068";"A043379";"2016JJ00";"";"       .";""
"8069";"A043379";"2017JJ00";"";"       .";""
"8070";"A043379";"2018JJ00";"";"       .";""
"8071";"A043379";"2019JJ00";"";"       .";""
"8072";"A043379";"2020JJ00";"";"       .";""
"8073";"A043379";"2021JJ00";"";"       .";""
"8074";"A043379";"2022JJ00";"";"       .";""
"8075";"A043380";"1998JJ00";"";"       .";""
"8076";"A043380";"1999JJ00";"";"       .";""
"8077";"A043380";"2000JJ00";"       .";"       .";"       ."
"8078";"A043380";"2001JJ00";"";"       .";""
"8079";"A043380";"2002JJ00";"";"       .";""
"8080";"A043380";"2003JJ00";"";"       .";""
"8081";"A043380";"2004JJ00";"";"       .";""
"8082";"A043380";"2005JJ00";"";"       .";""
"8083";"A043380";"2006JJ00";"       .";"       .";"       ."
"8084";"A043380";"2007JJ00";"";"       .";""
"8085";"A043380";"2008JJ00";"";"       .";""
"8086";"A043380";"2009JJ00";"";"       .";""
"8087";"A043380";"2010JJ00";"";"       .";""
"8088";"A043380";"2011JJ00";"";"       .";""
"8089";"A043380";"2012JJ00";"";"       .";""
"8090";"A043380";"2013JJ00";"";"       .";""
"8091";"A043380";"2014JJ00";"";"       .";""
"8092";"A043380";"2015JJ00";"";"       .";""
"8093";"A043380";"2016JJ00";"";"       .";""
"8094";"A043380";"2017JJ00";"";"       .";""
"8095";"A043380";"2018JJ00";"";"       .";""
"8096";"A043380";"2019JJ00";"";"       .";""
"8097";"A043380";"2020JJ00";"";"       .";""
"8098";"A043380";"2021JJ00";"";"       .";""
"8099";"A043380";"2022JJ00";"";"       .";""
"8100";"A043381";"1998JJ00";"       .";"       .";"       ."
"8101";"A043381";"1999JJ00";"       .";"       .";"       ."
"8102";"A043381";"2000JJ00";"       .";"       .";"       ."
"8103";"A043381";"2001JJ00";"       .";"       .";"       ."
"8104";"A043381";"2002JJ00";"       .";"       .";"       ."
"8105";"A043381";"2003JJ00";"       .";"       .";"       ."
"8106";"A043381";"2004JJ00";"       .";"       .";"       ."
"8107";"A043381";"2005JJ00";"       .";"       .";"       ."
"8108";"A043381";"2006JJ00";"       .";"       .";"       ."
"8109";"A043381";"2007JJ00";"       .";"       .";"       ."
"8110";"A043381";"2008JJ00";"       .";"       .";"       ."
"8111";"A043381";"2009JJ00";"       .";"       .";"       ."
"8112";"A043381";"2010JJ00";"       .";"       .";"       ."
"8113";"A043381";"2011JJ00";"  147379";"   75771";"   71608"
"8114";"A043381";"2012JJ00";"  167141";"   83962";"   83179"
"8115";"A043381";"2013JJ00";"  204240";"  101763";"  102477"
"8116";"A043381";"2014JJ00";"  226771";"  112196";"  114575"
"8117";"A043381";"2015JJ00";"  254892";"  126917";"  127975"
"8118";"A043381";"2016JJ00";"  308503";"  154400";"  154103"
"8119";"A043381";"2017JJ00";"  306214";"  153250";"  152964"
"8120";"A043381";"2018JJ00";"  316431";"  159013";"  157418"
"8121";"A043381";"2019JJ00";"  317247";"  158730";"  158517"
"8122";"A043381";"2020JJ00";"   79583";"   40159";"   39424"
"8123";"A043381";"2021JJ00";"";"       .";""
"8124";"A043381";"2022JJ00";"";"       .";""
"8125";"A043382";"1998JJ00";"  217458";"  108076";"  109382"
"8126";"A043382";"1999JJ00";"  224699";"  111035";"  113664"
"8127";"A043382";"2000JJ00";"  232171";"  115851";"  116320"
"8128";"A043382";"2001JJ00";"  239415";"  119066";"  120349"
"8129";"A043382";"2002JJ00";"  251108";"  123781";"  127327"
"8130";"A043382";"2003JJ00";"  252652";"  125748";"  126904"
"8131";"A043382";"2004JJ00";"  281285";"  138410";"  142875"
"8132";"A043382";"2005JJ00";"  342697";"  168046";"  174651"
"8133";"A043382";"2006JJ00";"  416976";"  205729";"  211247"
"8134";"A043382";"2007JJ00";"  378785";"  188427";"  190358"
"8135";"A043382";"2008JJ00";"  389517";"  193182";"  196335"
"8136";"A043382";"2009JJ00";"  410133";"  206009";"  204124"
"8137";"A043382";"2010JJ00";"  412299";"  204574";"  207725"
"8138";"A043382";"2011JJ00";"  471265";"  233637";"  237628"
"8139";"A043382";"2012JJ00";"  431728";"  214295";"  217433"
"8140";"A043382";"2013JJ00";"  461102";"  231192";"  229910"
"8141";"A043382";"2014JJ00";"  497070";"  249246";"  247824"
"8142";"A043382";"2015JJ00";"  534436";"  267231";"  267205"
"8143";"A043382";"2016JJ00";"  563675";"  281700";"  281975"
"8144";"A043382";"2017JJ00";"  593527";"  295791";"  297736"
"8145";"A043382";"2018JJ00";"  662360";"  329003";"  333357"
"8146";"A043382";"2019JJ00";"  687419";"  340546";"  346873"
"8147";"A043382";"2020JJ00";"  198241";"   96826";"  101415"
"8148";"A043382";"2021JJ00";"";"       .";""
"8149";"A043382";"2022JJ00";"";"       .";""
"8150";"A043383";"1998JJ00";"";"       .";""
"8151";"A043383";"1999JJ00";"       .";"       .";"       ."
"8152";"A043383";"2000JJ00";"       .";"       .";"       ."
"8153";"A043383";"2001JJ00";"       .";"       .";"       ."
"8154";"A043383";"2002JJ00";"";"       .";""
"8155";"A043383";"2003JJ00";"       .";"       .";"       ."
"8156";"A043383";"2004JJ00";"";"       .";""
"8157";"A043383";"2005JJ00";"       .";"       .";"       ."
"8158";"A043383";"2006JJ00";"       .";"       .";"       ."
"8159";"A043383";"2007JJ00";"       .";"       .";"       ."
"8160";"A043383";"2008JJ00";"       .";"       .";"       ."
"8161";"A043383";"2009JJ00";"";"       .";""
"8162";"A043383";"2010JJ00";"";"       .";""
"8163";"A043383";"2011JJ00";"";"       .";""
"8164";"A043383";"2012JJ00";"";"       .";""
"8165";"A043383";"2013JJ00";"";"       .";""
"8166";"A043383";"2014JJ00";"";"       .";""
"8167";"A043383";"2015JJ00";"";"       .";""
"8168";"A043383";"2016JJ00";"";"       .";""
"8169";"A043383";"2017JJ00";"";"       .";""
"8170";"A043383";"2018JJ00";"";"       .";""
"8171";"A043383";"2019JJ00";"";"       .";""
"8172";"A043383";"2020JJ00";"";"       .";""
"8173";"A043383";"2021JJ00";"";"       .";""
"8174";"A043383";"2022JJ00";"";"       .";""
"8175";"A050101";"1998JJ00";"";"       .";""
"8176";"A050101";"1999JJ00";"";"       .";""
"8177";"A050101";"2000JJ00";"";"       .";""
"8178";"A050101";"2001JJ00";"";"       .";""
"8179";"A050101";"2002JJ00";"";"       .";""
"8180";"A050101";"2003JJ00";"";"       .";""
"8181";"A050101";"2004JJ00";"";"       .";""
"8182";"A050101";"2005JJ00";"";"       .";""
"8183";"A050101";"2006JJ00";"";"       .";""
"8184";"A050101";"2007JJ00";"";"       .";""
"8185";"A050101";"2008JJ00";"";"       .";""
"8186";"A050101";"2009JJ00";"";"       .";""
"8187";"A050101";"2010JJ00";"";"       .";""
"8188";"A050101";"2011JJ00";"";"       .";""
"8189";"A050101";"2012JJ00";"";"       .";""
"8190";"A050101";"2013JJ00";"";"       .";""
"8191";"A050101";"2014JJ00";"";"       .";""
"8192";"A050101";"2015JJ00";"";"       .";""
"8193";"A050101";"2016JJ00";"";"       .";""
"8194";"A050101";"2017JJ00";"";"       .";""
"8195";"A050101";"2018JJ00";"";"       .";""
"8196";"A050101";"2019JJ00";"";"       .";""
"8197";"A050101";"2020JJ00";"       .";"       .";"       ."
"8198";"A050101";"2021JJ00";"  312216";"  156475";"  155741"
"8199";"A050101";"2022JJ00";"  680176";"  342840";"  337336"
"8200";"A043384";"1998JJ00";"";"       .";""
"8201";"A043384";"1999JJ00";"";"       .";""
"8202";"A043384";"2000JJ00";"";"       .";""
"8203";"A043384";"2001JJ00";"";"       .";""
"8204";"A043384";"2002JJ00";"       .";"       .";"       ."
"8205";"A043384";"2003JJ00";"       .";"       .";"       ."
"8206";"A043384";"2004JJ00";"       .";"       .";"       ."
"8207";"A043384";"2005JJ00";"";"       .";""
"8208";"A043384";"2006JJ00";"";"       .";""
"8209";"A043384";"2007JJ00";"";"       .";""
"8210";"A043384";"2008JJ00";"";"       .";""
"8211";"A043384";"2009JJ00";"";"       .";""
"8212";"A043384";"2010JJ00";"";"       .";""
"8213";"A043384";"2011JJ00";"";"       .";""
"8214";"A043384";"2012JJ00";"";"       .";""
"8215";"A043384";"2013JJ00";"       .";"       .";"       ."
"8216";"A043384";"2014JJ00";"";"       .";""
"8217";"A043384";"2015JJ00";"";"       .";""
"8218";"A043384";"2016JJ00";"";"       .";""
"8219";"A043384";"2017JJ00";"";"       .";""
"8220";"A043384";"2018JJ00";"";"       .";""
"8221";"A043384";"2019JJ00";"";"       .";""
"8222";"A043384";"2020JJ00";"";"       .";""
"8223";"A043384";"2021JJ00";"";"       .";""
"8224";"A043384";"2022JJ00";"";"       .";""
"8225";"A043385";"1998JJ00";"  117275";"   60134";"   57141"
"8226";"A043385";"1999JJ00";"  118043";"   57867";"   60176"
"8227";"A043385";"2000JJ00";"  106859";"   45758";"   61101"
"8228";"A043385";"2001JJ00";"  113207";"   56585";"   56622"
"8229";"A043385";"2002JJ00";"  109849";"   54733";"   55116"
"8230";"A043385";"2003JJ00";"   99360";"   49149";"   50211"
"8231";"A043385";"2004JJ00";"  113448";"   56498";"   56950"
"8232";"A043385";"2005JJ00";"  110280";"   54538";"   55742"
"8233";"A043385";"2006JJ00";"  103035";"   51660";"   51375"
"8234";"A043385";"2007JJ00";"  104655";"   52711";"   51944"
"8235";"A043385";"2008JJ00";"   98343";"   49460";"   48883"
"8236";"A043385";"2009JJ00";"   95694";"   48445";"   47249"
"8237";"A043385";"2010JJ00";"  119021";"   60584";"   58437"
"8238";"A043385";"2011JJ00";"  130719";"   65585";"   65134"
"8239";"A043385";"2012JJ00";"  138370";"   70012";"   68358"
"8240";"A043385";"2013JJ00";"  143753";"   72194";"   71559"
"8241";"A043385";"2014JJ00";"  141374";"   70983";"   70391"
"8242";"A043385";"2015JJ00";"  152439";"   76715";"   75724"
"8243";"A043385";"2016JJ00";"  155539";"   78581";"   76958"
"8244";"A043385";"2017JJ00";"  164436";"   82978";"   81458"
"8245";"A043385";"2018JJ00";"  172677";"   86333";"   86344"
"8246";"A043385";"2019JJ00";"  172031";"   86599";"   85432"
